Time,Count,Accel X (g),Accel Y (g),Accel Z (g),Gyro X (dps),Gyro Y (dps),Gyro Z (dps)
1.452000022,192,-0.0078,-0.0048,4.907999992,-0.061000001,-0.061000001,0
1.462000012,193,-0.0042,-0.0054,4.914599895,-0.061000001,-0.061000001,0
1.465999961,194,-0.0042,-0.0054,4.914599895,-0.061000001,-0.061000001,0
1.470999956,195,-0.0042,-0.0054,4.914599895,-0.061000001,-0.061000001,0
1.475000024,196,-0.0042,-0.0054,4.914599895,-0.061000001,-0.061000001,0
1.480000019,197,-0.0042,-0.0054,4.914599895,-0.061000001,-0.061000001,0
1.49000001,198,-0.0018,-0.0048,4.910999775,-0.061000001,-0.061000001,0
1.493999958,199,-0.0018,-0.0048,4.910999775,-0.061000001,-0.061000001,0
1.506000042,200,-0.0018,-0.0048,4.910999775,-0.061000001,-0.061000001,0
1.514999986,201,-0.003,-0.0018,4.907999992,0,-0.061000001,0
1.519000053,202,-0.003,-0.0018,4.907999992,0,-0.061000001,0
1.526000023,203,-0.003,-0.0018,4.907999992,0,-0.061000001,0
1.529999971,204,-0.003,-0.0018,4.907999992,0,-0.061000001,0
1.552000046,205,-0.0042,-0.0084,4.899600029,-0.061000001,-0.061000001,-0.061000001
1.559999943,206,-0.0036,-0.0012,4.909800053,-0.061000001,-0.061000001,0
1.56400001,207,-0.0036,-0.0012,4.909800053,-0.061000001,-0.061000001,0
1.575999975,208,-0.0036,-0.0012,4.909800053,-0.061000001,-0.061000001,0
1.580000043,209,-0.0036,-0.0012,4.909800053,-0.061000001,-0.061000001,0
1.590000033,210,0,0,4.915200233,-0.061000001,-0.061000001,0
1.593999982,211,0,0,4.915200233,-0.061000001,-0.061000001,0
1.605999947,212,0,0,4.915200233,-0.061000001,-0.061000001,0
1.61500001,213,-0.0006,0.0012,4.909200191,-0.061000001,-0.061000001,-0.061000001
1.618999958,214,-0.0006,0.0012,4.909200191,-0.061000001,-0.061000001,-0.061000001
1.626000047,215,-0.0006,0.0012,4.909200191,-0.061000001,-0.061000001,-0.061000001
1.629999995,216,-0.0006,0.0012,4.909200191,-0.061000001,-0.061000001,-0.061000001
1.64199996,217,-0.0006,-0.0042,4.903800011,-0.061000001,-0.061000001,0
1.646000028,218,-0.0006,-0.0042,4.903800011,-0.061000001,-0.061000001,0
1.656000018,219,-0.0006,-0.0042,4.903800011,-0.061000001,-0.061000001,0
1.664999962,220,0.0012,-0.0012,4.905600071,-0.061000001,-0.061000001,-0.061000001
1.66900003,221,0.0012,-0.0012,4.905600071,-0.061000001,-0.061000001,-0.061000001
1.675999999,222,0.0012,-0.0012,4.905600071,-0.061000001,-0.061000001,-0.061000001
1.679999948,223,0.0012,-0.0012,4.905600071,-0.061000001,-0.061000001,-0.061000001
1.702000022,224,-0.0006,-0.0012,4.916399956,-0.061000001,-0.061000001,0
1.710000038,225,-0.0024,-0.0018,4.915200233,-0.061000001,-0.061000001,0
1.713999987,226,-0.0024,-0.0018,4.915200233,-0.061000001,-0.061000001,0
1.718999982,227,-0.0024,-0.0018,4.915200233,-0.061000001,-0.061000001,0
